evidence_block,grain,item,item_2,item_3,rank_label,rank_value,customer_count,address_count,active_address_count,inactive_address_count,order_count,line_count,total_order_value,avg_order_value,shipping_cost,country_count,share_pct,secondary_value,notes
top_customer_address_value,customer,Liam Chazotte,928,,customer_value_rank,197.0,1,3,3,0,9,9,90.39,10.0433,10.3667,3.0,0.1198,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Celisse Mickleborough,1992,,customer_value_rank,198.0,1,2,2,0,6,6,90.35,15.0583,22.4,2.0,0.1197,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kevin Wheway,907,,customer_value_rank,199.0,1,3,2,1,7,7,90.34,12.9057,11.1286,3.0,0.1197,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Calypso Sorbie,113,,customer_value_rank,200.0,1,2,2,0,10,10,90.16,9.016,12.02,2.0,0.1195,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Verney Fabri,69,,customer_value_rank,201.0,1,3,2,1,11,11,90.11,8.1918,12.5545,3.0,0.1194,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Corabel Clymo,1619,,customer_value_rank,202.0,1,2,2,0,8,8,90.09,11.2612,8.9,2.0,0.1194,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Thaddeus Kivelle,125,,customer_value_rank,203.0,1,3,3,0,9,9,90.07,10.0078,11.6333,3.0,0.1194,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Marlane Graveson,230,,customer_value_rank,204.0,1,3,2,1,9,9,89.81,9.9789,13.3667,3.0,0.119,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Derick Casella,718,,customer_value_rank,205.0,1,2,2,0,6,6,89.67,14.945,17.2,1.0,0.1188,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Issie Prangnell,1643,,customer_value_rank,206.0,1,1,1,0,7,7,89.61,12.8014,14.2143,1.0,0.1188,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ardenia Oliva,1793,,customer_value_rank,207.0,1,2,2,0,6,6,89.45,14.9083,13.1,2.0,0.1186,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Cesya Necolds,1434,,customer_value_rank,208.0,1,2,1,1,8,8,89.36,11.17,16.325,2.0,0.1184,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ashby Strong,930,,customer_value_rank,209.0,1,2,2,0,9,9,89.16,9.9067,12.3667,2.0,0.1182,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Georgena Stango,1129,,customer_value_rank,210.0,1,3,2,1,8,8,89.07,11.1337,13.55,3.0,0.1181,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ty Strutton,268,,customer_value_rank,211.0,1,3,2,1,11,11,88.74,8.0673,12.0091,3.0,0.1176,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Hannah Mc Harg,1657,,customer_value_rank,212.0,1,3,3,0,10,10,88.35,8.835,12.62,2.0,0.1171,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Garrick Rhucroft,1897,,customer_value_rank,213.0,1,3,2,1,7,7,88.26,12.6086,11.5571,3.0,0.117,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Roberto Doull,1352,,customer_value_rank,214.0,1,1,1,0,7,7,88.15,12.5929,11.9857,1.0,0.1168,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Bria Gotfrey,841,,customer_value_rank,215.0,1,4,2,2,8,8,88.12,11.015,18.65,2.0,0.1168,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lauri Oldrey,763,,customer_value_rank,216.0,1,2,2,0,9,9,87.96,9.7733,10.9667,2.0,0.1166,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Danica Jellicorse,1165,,customer_value_rank,217.0,1,4,3,1,8,8,87.86,10.9825,10.1,4.0,0.1164,4.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Cornelia Spohrmann,1519,,customer_value_rank,218.0,1,4,3,1,9,9,87.85,9.7611,10.6333,3.0,0.1164,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Danell Mace,979,,customer_value_rank,219.0,1,1,1,0,7,7,87.81,12.5443,11.9857,1.0,0.1164,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Fayette Dillway,370,,customer_value_rank,220.0,1,4,3,1,8,8,87.67,10.9588,13.625,4.0,0.1162,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Gloriane Bowe,688,,customer_value_rank,221.0,1,2,2,0,9,9,87.64,9.7378,13.3667,1.0,0.1162,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Elie Heater,1026,,customer_value_rank,222.0,1,1,1,0,7,7,87.58,12.5114,7.6143,1.0,0.1161,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Angele Churchman,1401,,customer_value_rank,223.0,1,2,2,0,6,6,87.29,14.5483,15.1,2.0,0.1157,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Inglis Newberry,439,,customer_value_rank,224.0,1,1,1,0,7,7,87.27,12.4671,12.9286,1.0,0.1157,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Fawn Bythway,343,,customer_value_rank,225.0,1,1,1,0,6,6,87.09,14.515,13.5,1.0,0.1154,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Cullie McGowan,1675,,customer_value_rank,226.0,1,3,2,1,9,9,86.96,9.6622,10.3,3.0,0.1153,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Marlin Tackle,573,,customer_value_rank,227.0,1,2,2,0,7,7,86.93,12.4186,18.6714,2.0,0.1152,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dulcy Thrush,715,,customer_value_rank,228.0,1,2,2,0,10,10,86.71,8.671,10.1,2.0,0.1149,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Deloria Skpsey,1464,,customer_value_rank,229.0,1,2,2,0,8,8,86.62,10.8275,12.425,2.0,0.1148,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Craggie Othick,740,,customer_value_rank,230.0,1,2,2,0,8,8,86.34,10.7925,11.975,2.0,0.1144,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Aurelie Daughtry,1531,,customer_value_rank,231.0,1,2,2,0,8,8,86.25,10.7813,13.925,2.0,0.1143,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Carroll Brixey,1940,,customer_value_rank,232.0,1,2,1,1,10,10,86.16,8.616,15.14,2.0,0.1142,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Danyette Lilley,957,,customer_value_rank,233.0,1,4,2,2,9,9,85.79,9.5322,12.0333,4.0,0.1137,4.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Birgit Shreeve,204,,customer_value_rank,234.0,1,2,2,0,8,8,85.74,10.7175,11.3,2.0,0.1136,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Amitie Filasov,86,,customer_value_rank,235.0,1,2,2,0,9,9,85.73,9.5256,12.7,2.0,0.1136,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Zia Roizin,64,,customer_value_rank,236.0,1,2,2,0,8,8,85.61,10.7013,15.5,2.0,0.1135,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Gearard Longstreeth,1345,,customer_value_rank,237.0,1,2,2,0,8,8,85.48,10.685,15.5,2.0,0.1133,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Faythe Laker,838,,customer_value_rank,238.0,1,1,1,0,7,7,85.28,12.1829,12.4143,1.0,0.113,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lorens Titchard,1943,,customer_value_rank,239.0,1,1,1,0,8,8,85.16,10.645,14.3,1.0,0.1129,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ivan Orpyne,934,,customer_value_rank,240.0,1,3,2,1,11,11,85.15,7.7409,11.1364,2.0,0.1129,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ozzie Petters,74,,customer_value_rank,241.0,1,3,2,1,7,7,85.13,12.1614,13.7857,3.0,0.1128,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Laura Warne,1224,,customer_value_rank,242.0,1,2,2,0,7,7,85.06,12.1514,11.2143,2.0,0.1127,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Denney Jest,1936,,customer_value_rank,243.0,1,3,2,1,9,9,85.03,9.4478,10.6333,3.0,0.1127,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Gordan Toft,129,,customer_value_rank,244.0,1,1,1,0,7,7,84.93,12.1329,11.1286,1.0,0.1126,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kevina Brahm,992,,customer_value_rank,245.0,1,1,1,0,7,7,84.74,12.1057,13.3571,1.0,0.1123,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Rollins Jansema,1782,,customer_value_rank,246.0,1,3,2,1,7,7,84.73,12.1043,13.3571,3.0,0.1123,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Tull Jansens,769,,customer_value_rank,247.0,1,1,1,0,6,6,84.63,14.105,13.1,1.0,0.1122,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Leonard Fullerlove,762,,customer_value_rank,248.0,1,1,1,0,7,7,84.51,12.0729,11.5571,1.0,0.112,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Steffen Brunstan,243,,customer_value_rank,249.0,1,1,1,0,7,7,84.5,12.0714,13.3571,1.0,0.112,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ewart Thorsby,1870,,customer_value_rank,250.0,1,1,1,0,9,9,84.46,9.3844,9.9,1.0,0.1119,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Munmro Morling,958,,customer_value_rank,251.0,1,3,2,1,8,8,84.38,10.5475,10.4,3.0,0.1118,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Donovan Weinmann,931,,customer_value_rank,252.0,1,2,2,0,9,9,84.32,9.3689,12.0333,2.0,0.1118,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Darbee Kalvin,831,,customer_value_rank,253.0,1,3,2,1,8,8,83.9,10.4875,13.55,3.0,0.1112,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ethelyn Shambrook,802,,customer_value_rank,254.0,1,1,1,0,7,7,83.3,11.9,16.8714,1.0,0.1104,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Wilhelm Loosley,717,,customer_value_rank,255.0,1,3,3,0,7,7,83.22,11.8886,12.9286,3.0,0.1103,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Vonny Edmondson,682,,customer_value_rank,256.0,1,1,1,0,9,9,83.2,9.2444,13.3667,1.0,0.1103,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Nanice Nutter,1493,,customer_value_rank,257.0,1,2,2,0,7,7,83.14,11.8771,12.9286,2.0,0.1102,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Elmore Peyto,936,,customer_value_rank,258.0,1,2,2,0,6,6,82.92,13.82,19.8,2.0,0.1099,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Madelena MacNeilly,1355,,customer_value_rank,259.0,1,1,1,0,7,7,82.89,11.8414,15.1571,1.0,0.1099,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Vickie Rocco,1351,,customer_value_rank,260.0,1,4,3,1,7,7,82.74,11.82,7.6143,3.0,0.1097,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ashlee Bourne,387,,customer_value_rank,261.0,1,1,1,0,9,9,82.34,9.1489,11.7,1.0,0.1091,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Wash Uttridge,983,,customer_value_rank,262.0,1,1,1,0,7,7,82.2,11.7429,17.3857,1.0,0.1089,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Aviva Oxnam,974,,customer_value_rank,263.0,1,2,2,0,8,8,82.18,10.2725,10.475,2.0,0.1089,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Page Holsey,1986,,customer_value_rank,264.0,1,3,2,1,11,11,82.14,7.4673,13.1545,3.0,0.1089,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Jeri Seakes,1064,,customer_value_rank,265.0,1,1,1,0,7,7,81.94,11.7057,9.8429,1.0,0.1086,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kippar Casaroli,875,,customer_value_rank,266.0,1,2,2,0,8,8,81.89,10.2363,11.225,2.0,0.1085,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Cort Kenion,1297,,customer_value_rank,267.0,1,2,2,0,8,8,81.88,10.235,9.725,2.0,0.1085,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Harriet Hysom,1896,,customer_value_rank,268.0,1,2,2,0,8,8,81.69,10.2113,7.4,2.0,0.1083,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Aurelie MacSherry,114,,customer_value_rank,269.0,1,1,1,0,8,8,81.47,10.1838,11.675,1.0,0.108,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Rhys Hearn,1658,,customer_value_rank,270.0,1,3,2,1,6,6,81.44,13.5733,12.0,3.0,0.1079,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Letisha Bielby,210,,customer_value_rank,271.0,1,3,2,1,9,9,81.33,9.0367,9.6333,3.0,0.1078,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Carlin Malinowski,851,,customer_value_rank,272.0,1,3,2,1,6,6,81.33,13.555,10.5,2.0,0.1078,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Milicent Mogenot,1012,,customer_value_rank,273.0,1,2,2,0,7,7,81.23,11.6043,8.4714,2.0,0.1077,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ezekiel Masi,894,,customer_value_rank,274.0,1,3,2,1,7,7,81.21,11.6014,11.1286,3.0,0.1076,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Frans Spadari,1754,,customer_value_rank,275.0,1,2,1,1,8,8,81.17,10.1463,14.0,2.0,0.1076,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Sapphira Collough,1217,,customer_value_rank,276.0,1,2,2,0,9,9,80.99,8.9989,11.3,2.0,0.1073,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Carver Haugen,179,,customer_value_rank,277.0,1,3,3,0,9,9,80.89,8.9878,12.3667,3.0,0.1072,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Hamnet Lidgate,1157,,customer_value_rank,278.0,1,2,2,0,9,9,80.86,8.9844,13.4333,2.0,0.1072,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ethel Estoile,1755,,customer_value_rank,279.0,1,2,1,1,9,9,80.83,8.9811,12.0333,2.0,0.1071,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Winifield Epinoy,1317,,customer_value_rank,280.0,1,2,2,0,8,8,80.65,10.0813,9.65,2.0,0.1069,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Tamar Vedenisov,1374,,customer_value_rank,281.0,1,2,2,0,6,6,80.53,13.4217,8.9,2.0,0.1067,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Leanor Smither,474,,customer_value_rank,282.0,1,3,2,1,6,6,80.44,13.4067,10.9,3.0,0.1066,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Cosmo Hendrix,952,,customer_value_rank,283.0,1,2,2,0,6,6,80.22,13.37,12.0,2.0,0.1063,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Deirdre Mugleston,1679,,customer_value_rank,284.0,1,2,2,0,8,8,80.18,10.0225,15.125,2.0,0.1063,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Giorgia Edler,423,,customer_value_rank,285.0,1,2,2,0,6,6,80.07,13.345,13.6,2.0,0.1061,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lowrance Else,1586,,customer_value_rank,286.0,1,1,1,0,7,7,79.92,11.4171,16.0143,1.0,0.1059,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Gay Wind,1189,,customer_value_rank,287.0,1,1,1,0,5,5,79.78,15.956,15.14,1.0,0.1057,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Crysta Hibling,536,,customer_value_rank,288.0,1,1,1,0,6,6,79.66,13.2767,11.0,1.0,0.1056,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Shanon Spering,1520,,customer_value_rank,289.0,1,2,2,0,8,8,79.54,9.9425,13.175,2.0,0.1054,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Mavra McAlpine,924,,customer_value_rank,290.0,1,3,2,1,8,8,79.47,9.9338,12.425,3.0,0.1053,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kate Vaughn,643,,customer_value_rank,291.0,1,2,1,1,10,10,79.33,7.933,17.3,1.0,0.1051,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kaspar Scanlon,236,,customer_value_rank,292.0,1,3,3,0,10,10,79.32,7.932,8.9,3.0,0.1051,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Doretta Eilhertsen,821,,customer_value_rank,293.0,1,1,1,0,5,5,79.29,15.858,10.82,1.0,0.1051,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Gilligan Duffin,868,,customer_value_rank,294.0,1,3,2,1,12,12,79.06,6.5883,12.8,3.0,0.1048,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Trula D'Arrigo,504,,customer_value_rank,295.0,1,1,1,0,7,7,79.03,11.29,10.1857,1.0,0.1047,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lucas Wyldbore,90,,customer_value_rank,296.0,1,1,1,0,9,9,78.87,8.7633,12.7,1.0,0.1045,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Cross Laxton,454,,customer_value_rank,297.0,1,1,1,0,7,7,78.52,11.2171,15.5857,1.0,0.1041,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Nikaniki Openshaw,962,,customer_value_rank,298.0,1,3,2,1,11,11,78.46,7.1327,8.1364,2.0,0.104,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Noella Ruddoch,1830,,customer_value_rank,299.0,1,1,1,0,6,6,78.42,13.07,15.1,1.0,0.1039,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Natalina Rudolfer,1234,,customer_value_rank,300.0,1,1,1,0,7,7,78.25,11.1786,11.9857,1.0,0.1037,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Myrtie Iuorio,782,,customer_value_rank,301.0,1,2,1,1,7,7,78.23,11.1757,16.0143,1.0,0.1037,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Gui Vint,1302,,customer_value_rank,302.0,1,3,2,1,6,6,78.23,13.0383,12.1,3.0,0.1037,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Agnes Dunnico,805,,customer_value_rank,303.0,1,2,2,0,8,8,78.15,9.7688,12.425,2.0,0.1036,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Natka Howells,1501,,customer_value_rank,304.0,1,3,3,0,6,6,78.14,13.0233,14.6,3.0,0.1036,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Sophronia Durbann,1647,,customer_value_rank,305.0,1,1,1,0,6,6,78.12,13.02,14.1,1.0,0.1035,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Demetra Roddie,1088,,customer_value_rank,306.0,1,2,2,0,8,8,78.1,9.7625,11.225,2.0,0.1035,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Aldridge Sharrier,589,,customer_value_rank,307.0,1,2,2,0,8,8,78.01,9.7513,15.125,2.0,0.1034,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Elspeth Van Rembrandt,1161,,customer_value_rank,308.0,1,2,2,0,7,7,77.94,11.1343,9.7571,2.0,0.1033,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Vassili Lukash,1440,,customer_value_rank,309.0,1,3,2,1,6,6,77.88,12.98,11.5,3.0,0.1032,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Isak Geipel,315,,customer_value_rank,310.0,1,2,2,0,6,6,77.76,12.96,16.7,2.0,0.1031,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Jillene Satyford,1505,,customer_value_rank,311.0,1,1,1,0,5,5,77.69,15.538,15.14,1.0,0.103,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Filmer Douse,12,,customer_value_rank,312.0,1,2,1,1,8,8,77.36,9.67,12.8,2.0,0.1025,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Tobey Vallens,659,,customer_value_rank,313.0,1,1,1,0,7,7,77.22,11.0314,15.5857,1.0,0.1023,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lindy Espina,393,,customer_value_rank,314.0,1,1,1,0,7,7,77.17,11.0243,16.0143,1.0,0.1023,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Kimberley Mordecai,1178,,customer_value_rank,315.0,1,2,2,0,5,5,77.16,15.432,8.3,2.0,0.1023,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Editha todor,1426,,customer_value_rank,316.0,1,1,1,0,7,7,76.93,10.99,11.5571,1.0,0.102,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Peria Jeandet,1673,,customer_value_rank,317.0,1,1,1,0,6,6,76.68,12.78,14.6,1.0,0.1016,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Dorelle Heinemann,1920,,customer_value_rank,318.0,1,2,2,0,8,8,76.53,9.5663,10.475,2.0,0.1014,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Cedric Edwin,861,,customer_value_rank,319.0,1,4,2,2,8,8,76.44,9.555,12.8,4.0,0.1013,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Janek Maides,1736,,customer_value_rank,320.0,1,2,2,0,8,8,76.42,9.5525,13.55,1.0,0.1013,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Imogene Sansome,1539,,customer_value_rank,321.0,1,2,2,0,6,6,76.29,12.715,12.5,2.0,0.1011,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Louisette Fraczak,1384,,customer_value_rank,322.0,1,1,1,0,7,7,75.6,10.8,11.1286,1.0,0.1002,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ursula Peniman,798,,customer_value_rank,323.0,1,2,2,0,7,7,75.6,10.8,16.4429,2.0,0.1002,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Tonya Eitter,540,,customer_value_rank,324.0,1,2,2,0,8,8,75.47,9.4338,13.175,2.0,0.1,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Odelinda Ruppel,897,,customer_value_rank,325.0,1,1,1,0,8,8,75.03,9.3788,13.55,1.0,0.0994,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Corty Deguara,1321,,customer_value_rank,326.0,1,2,2,0,6,6,75.02,12.5033,14.1,2.0,0.0994,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Carlin Lecointe,1593,,customer_value_rank,327.0,1,2,2,0,8,8,74.83,9.3538,15.125,2.0,0.0992,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Chuck Felkin,816,,customer_value_rank,328.0,1,3,3,0,5,5,74.79,14.958,18.26,3.0,0.0991,2.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Anastasia Brilon,493,,customer_value_rank,329.0,1,3,3,0,9,9,74.56,8.2844,10.6333,3.0,0.0988,3.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Spence Crier,667,,customer_value_rank,330.0,1,1,1,0,7,7,74.26,10.6086,8.9,1.0,0.0984,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Katinka Wolfarth,1084,,customer_value_rank,331.0,1,2,2,0,7,7,74.16,10.5943,8.0429,2.0,0.0983,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Ginnifer Elvidge,705,,customer_value_rank,332.0,1,1,1,0,8,8,74.09,9.2613,12.425,1.0,0.0982,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Othelia Drabble,858,,customer_value_rank,333.0,1,1,1,0,8,8,74.06,9.2575,17.45,1.0,0.0982,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Allianora Boerder,708,,customer_value_rank,334.0,1,1,1,0,7,7,74.01,10.5729,12.0714,1.0,0.0981,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Eartha Gosnoll,1307,,customer_value_rank,335.0,1,2,1,1,6,6,73.97,12.3283,10.5,2.0,0.098,1.0,Customer-level address and order-value evidence for top or mismatched customers.
top_customer_address_value,customer,Lynnett Heaffey,751,,customer_value_rank,336.0,1,2,1,1,9,9,73.92,8.2133,10.3,2.0,0.098,2.0,Customer-level address and order-value evidence for top or mismatched customers.
