evidence_block,grain,item,item_2,item_3,rank_label,rank_value,customer_count,order_count,line_count,book_count,total_price,avg_order_value,avg_unit_price,delivered_orders,cancelled_orders,returned_orders,share_pct,secondary_value,notes
top_customer_profile,customer,Gideon Bartkowiak,1699,heavy_repeat_customer,customer_value_rank,8.0,1,14,14,14,179.49,12.8207,,8,0,0,0.2379,10.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Mort Zienkiewicz,426,heavy_repeat_customer,customer_value_rank,9.0,1,15,15,15,179.35,11.9567,,6,0,1,0.2377,12.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Judy Claibourn,1565,heavy_repeat_customer,customer_value_rank,10.0,1,15,15,15,178.32,11.888,,7,1,0,0.2363,14.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Germaine Arbon,1765,heavy_repeat_customer,customer_value_rank,11.0,1,14,14,14,176.93,12.6379,,6,0,1,0.2345,11.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Belle Kneesha,1433,heavy_repeat_customer,customer_value_rank,12.0,1,17,17,17,171.62,10.0953,,8,0,0,0.2275,15.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Prue Habble,1328,heavy_repeat_customer,customer_value_rank,13.0,1,15,15,15,166.99,11.1327,,8,1,0,0.2213,13.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Raquela Gwilliam,488,heavy_repeat_customer,customer_value_rank,14.0,1,15,15,15,165.68,11.0453,,6,0,0,0.2196,11.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Nial Giraux,677,heavy_repeat_customer,customer_value_rank,15.0,1,14,14,14,165.53,11.8236,,5,1,0,0.2194,12.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Zorana Sherburn,1848,heavy_repeat_customer,customer_value_rank,16.0,1,13,13,13,164.46,12.6508,,6,1,0,0.218,12.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Andrea Headford,1104,heavy_repeat_customer,customer_value_rank,17.0,1,15,15,15,164.31,10.954,,6,1,0,0.2178,13.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Ransom Clive,1499,heavy_repeat_customer,customer_value_rank,18.0,1,14,14,14,161.89,11.5636,,6,0,0,0.2146,10.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Kilian Mayer,714,heavy_repeat_customer,customer_value_rank,19.0,1,13,13,13,161.08,12.3908,,7,0,0,0.2135,11.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Carter Dannell,291,heavy_repeat_customer,customer_value_rank,20.0,1,14,14,14,159.61,11.4007,,4,1,0,0.2115,11.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Isabella Toogood,1393,heavy_repeat_customer,customer_value_rank,21.0,1,14,14,14,155.95,11.1393,,7,1,0,0.2067,12.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Crosby Corden,872,heavy_repeat_customer,customer_value_rank,22.0,1,16,16,16,153.46,9.5912,,7,0,0,0.2034,12.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Raine Antonchik,1125,heavy_repeat_customer,customer_value_rank,23.0,1,13,13,13,152.9,11.7615,,8,2,1,0.2027,10.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Jennilee Tuma,1127,heavy_repeat_customer,customer_value_rank,24.0,1,16,16,16,152.11,9.5069,,5,0,0,0.2016,14.0,Top customers by observed order value and activity depth.
top_customer_profile,customer,Shayna Farbrother,271,heavy_repeat_customer,customer_value_rank,25.0,1,12,12,12,150.73,12.5608,,6,1,1,0.1998,10.0,Top customers by observed order value and activity depth.
